EventID,Region,CustomerType,PeakDemandBeforeMW,PeakDemandAfterMW,DemandReductionMW,ProgramCost
510,Central,Residential,1023.91,901.75,122.16,23029.31
511,South,Residential,1335.51,1094.43,241.08,81772.72
512,North,Commercial,1671.19,1473.46,197.73,75510.76
513,South,Residential,1702.82,1570.73,132.09,86914.87
514,North,Residential,1876.87,1556.63,320.24,90051
515,Central,Industrial,1128.09,1073.84,54.25,54494.72
516,North,Residential,951.37,916.51,34.86,53080.66
517,Central,Residential,2106.83,2051.38,55.45,33459.67
518,West,Commercial,1247.13,1212.8,34.33,16065.15
519,North,Residential,796.59,656.61,139.98,36909.86
520,East,Commercial,1387.1,1112.97,274.13,20176
521,Central,Commercial,1226.98,1111.48,115.5,22552.97
522,Central,Industrial,1876.18,1748.66,127.52,56424.81
523,East,Industrial,1739.64,1675.2,64.44,53508.41
524,North,Industrial,1497.6,1413.44,84.16,94269.09
525,Central,Residential,1101.45,996.82,104.63,85198.59
526,West,Commercial,905.79,876.02,29.77,31529.17
527,Central,Industrial,1376.66,1273.47,103.19,77005.48
528,West,Commercial,793.39,670.8,122.59,42199.11
529,South,Industrial,1041.94,968.31,73.63,56942.18
530,North,Residential,955.82,932.43,23.39,78623.69
531,Central,Industrial,2138.08,2003.3,134.78,14558.2
532,North,Residential,1085.81,990.18,95.63,65732.51
533,South,Commercial,738.34,688.93,49.41,70286.21
534,West,Commercial,2266.67,2023.21,243.46,14165.31
535,East,Commercial,630.79,611.62,19.17,55169.59
536,South,Commercial,1724.49,1633.07,91.42,83042.97
537,South,Residential,500.78,443.07,57.71,93147.24
538,North,Industrial,1450.63,1371.23,79.4,80521.93
539,West,Commercial,792.27,762.29,29.98,66093.28
540,Central,Residential,2113.09,1897,216.09,85507.21
541,West,Residential,2322.21,2036.45,285.76,46873.28
542,East,Industrial,1420.47,1271.68,148.79,34380.33
543,East,Residential,2181.29,2083.42,97.87,39739.87
544,East,Residential,1346.59,1143.39,203.2,71828.38
545,West,Commercial,1902.25,1664.44,237.81,17541.46
546,East,Residential,2490.91,2074.02,416.89,91902.77
547,North,Residential,2363.42,2165.65,197.77,16885.96
548,North,Industrial,949.24,903.26,45.98,81081.26
549,North,Commercial,1466.69,1399.01,67.68,42424.25
550,South,Commercial,1039.02,1010.31,28.71,46496.1
551,West,Industrial,1303.41,1044.85,258.56,89825.17
552,West,Industrial,1141.7,938.39,203.31,73543.64
553,North,Residential,1227.93,1165.66,62.27,51792.48
554,Central,Commercial,746.22,637.73,108.49,44223.07
555,West,Industrial,1094.67,980.15,114.52,50159.32
556,Central,Commercial,1623.65,1400.63,223.02,96548.21
557,West,Industrial,1655.64,1477.05,178.59,40484.94
558,East,Commercial,880.75,745.81,134.94,87541.14
559,Central,Commercial,822.38,755.67,66.71,90673.93
560,Central,Industrial,2130.14,2057.26,72.88,90194.24
561,East,Residential,1674.57,1381.9,292.67,85131.21
562,West,Commercial,1015.76,900.25,115.51,66937.24
563,North,Commercial,1159.17,938.62,220.55,39663.59
564,South,Commercial,1152.31,1103.6,48.71,45812.85
565,North,Residential,808.25,756.04,52.21,59521.96
566,Central,Residential,1196.37,1055.61,140.76,60444.62
567,South,Industrial,2434.47,2138.96,295.51,45212.29
568,West,Commercial,2302.08,1865.58,436.5,31908.98
569,North,Residential,1891.63,1665.62,226.01,46329.69
570,East,Industrial,932,868.2,63.8,43341.73
571,East,Residential,2438.57,2353.05,85.52,29968.82
572,South,Industrial,2116.17,1887.07,229.1,28511.41
573,South,Residential,1672.61,1628.75,43.86,35889.91
574,Central,Industrial,2109.72,1863.23,246.49,51743.63
575,South,Residential,856.09,722.39,133.7,18076.68
576,Central,Industrial,504.78,487.59,17.19,36826.02
577,Central,Commercial,1791.68,1672.93,118.75,20157.73
578,West,Commercial,1105.25,1033.8,71.45,91983.87
579,East,Industrial,849.12,782.53,66.59,17376.2
580,West,Residential,2281.36,1973.1,308.26,35189.5
581,North,Residential,2265.91,1892.87,373.04,78019.48
582,South,Industrial,1038.45,944.11,94.34,79136.54
583,West,Residential,2222.53,2120.48,102.05,61866.26
584,East,Residential,1954.38,1625.75,328.63,15122.58
585,West,Industrial,812.16,701.91,110.25,89200.21
586,South,Residential,2149.32,1984.71,164.61,66017.95
587,West,Industrial,1242.43,1198.68,43.75,9026.11
588,Central,Residential,1807.19,1495.62,311.57,79045.79
589,Central,Residential,1495.38,1440.09,55.29,7872.57
590,South,Residential,503.39,456.16,47.23,6936.68
591,Central,Residential,593.58,509.47,84.11,78593.3
592,West,Residential,1894.66,1611.05,283.61,61064.03
593,South,Residential,581.25,541.44,39.81,60983.45
594,West,Industrial,745.78,625.66,120.12,21844.33
595,Central,Commercial,1706.99,1530.49,176.5,84277.68
596,North,Residential,2129.6,1759.33,370.27,87960.05
597,South,Commercial,2101.16,2042.07,59.09,41797.26
598,North,Residential,1668.08,1598.9,69.18,29909.22
599,North,Industrial,1088.54,965.1,123.44,78090.26
600,West,Commercial,2277.7,2086.85,190.85,57642.36
601,Central,Residential,616.95,501.6,115.35,50389.02
602,East,Residential,825.81,775.61,50.2,94041.27
603,East,Industrial,2471.95,2392.4,79.55,95599.49
604,Central,Residential,1098.01,890.74,207.27,26807.38
605,South,Industrial,1905.09,1549.91,355.18,45851.7
606,West,Residential,1432.56,1374.8,57.76,27779.99
607,North,Residential,2232.68,1849.35,383.33,50390.35
608,Central,Residential,1937.29,1567.18,370.11,95636.42
609,South,Commercial,1244.69,1156.94,87.75,23782.06
610,West,Commercial,640.92,600.69,40.23,82132.49
611,North,Commercial,1013.13,947.17,65.96,84863.88
612,South,Commercial,1706.24,1464.37,241.87,91730.92
613,East,Commercial,838.91,713.55,125.36,55335.75
614,West,Residential,1816.74,1686.95,129.79,27098.28
615,Central,Industrial,781.84,709.92,71.92,89484.77
616,North,Commercial,886.25,747.97,138.28,25629.63
617,South,Commercial,850.03,691.85,158.18,19339.1
618,West,Residential,972.05,818.91,153.14,67961.3
619,North,Industrial,743.47,616.94,126.53,73683
620,West,Industrial,874.84,734.68,140.16,87017.26
621,East,Residential,1325.21,1178.52,146.69,16355.99
622,North,Residential,1425.94,1390.71,35.23,49775.13
623,East,Commercial,1414.85,1262.51,152.34,8451.24
624,Central,Residential,2453.03,2223.86,229.17,74175.5
625,Central,Industrial,1215.75,1043.01,172.74,7172.47
626,Central,Industrial,1379.31,1314.82,64.49,39069.22
627,North,Industrial,1095.12,1044.26,50.86,98358.4
628,North,Industrial,1088.72,1004.9,83.82,76557.19
629,North,Industrial,719.09,642.78,76.31,21405.58
630,West,Industrial,1178.37,995.91,182.46,10240.16
631,West,Residential,2286.84,2124.81,162.03,51508.4
632,Central,Commercial,913.06,839.96,73.1,89621.09
633,East,Commercial,524.47,498.11,26.36,92447.87
634,Central,Commercial,2128.84,2052.33,76.51,71416.35
635,East,Commercial,795.36,734.8,60.56,10377.77
636,East,Industrial,1541.4,1268.03,273.37,21372.59
637,North,Residential,2168.23,1930.97,237.26,55366.59
638,North,Industrial,2319.08,2256.12,62.96,88603.07
639,North,Residential,730.37,688.91,41.46,63996.99
640,North,Industrial,1355.12,1194.38,160.74,68829.26
641,West,Residential,1715.66,1544.6,171.06,83124.55
642,South,Commercial,1925.44,1808.35,117.09,30948.09
643,East,Industrial,1441.52,1162.82,278.7,85095.38
644,North,Commercial,1839.24,1490.91,348.33,74391.56
645,West,Residential,1786.62,1728.2,58.42,11840.91
646,South,Commercial,2208.18,1787.44,420.74,72614.61
647,East,Commercial,1464.81,1374.55,90.26,35315.4
648,Central,Industrial,2096.28,1875.54,220.74,55828.2
649,South,Industrial,1604.21,1545.93,58.28,13202.07
650,North,Residential,848.54,749.65,98.89,94156.37
651,East,Residential,1186.77,1024.39,162.38,54774.21
652,Central,Residential,1966.38,1911.67,54.71,46468.82
653,South,Commercial,1803.52,1763.18,40.34,90878.26
654,North,Industrial,1993.01,1656.47,336.54,9094.81
655,East,Industrial,847.23,732.97,114.26,43983.44
656,Central,Residential,1233.68,1092.33,141.35,61686.81
657,East,Residential,1807.32,1742.69,64.63,65982.52
658,West,Industrial,1962.11,1574.74,387.37,91180.36
659,Central,Commercial,1147.17,938.81,208.36,22261.79
660,East,Industrial,1407.35,1242.34,165.01,34448.46
661,Central,Industrial,1786.53,1453.59,332.94,56757.61
662,North,Residential,633.68,616.79,16.89,84049.31
663,North,Commercial,787.68,643.89,143.79,38220.29
664,West,Commercial,1608.29,1412.21,196.08,73521.96
665,North,Residential,754.53,674.37,80.16,30699.51
666,West,Industrial,899.27,726.03,173.24,29100.99
667,Central,Commercial,2322.75,2097.74,225.01,66093.41
668,North,Commercial,988.28,893.96,94.32,55249.57
669,South,Industrial,1887.81,1800.56,87.25,64053.41
670,North,Commercial,1934.3,1797.51,136.79,52938.33
671,East,Industrial,1104.88,968.76,136.12,60257.12
672,South,Residential,1542.52,1457.11,85.41,21021.18
673,Central,Residential,1324.91,1218.81,106.1,24024.33
674,Central,Industrial,2315.3,2155.95,159.35,79551.12
675,West,Residential,1899.29,1596.01,303.28,31474.35
676,South,Commercial,553.1,476.75,76.35,7878.31
677,Central,Industrial,1531.91,1296.25,235.66,9474.28
678,East,Commercial,1843.97,1579.84,264.13,66904.64
679,North,Industrial,2443.63,2249.68,193.95,43497.14
680,South,Industrial,1280.22,1185.54,94.68,39509
681,North,Industrial,907.78,833.31,74.47,29201.02
682,West,Commercial,1167.68,986.35,181.33,81864.04
683,West,Commercial,1676.68,1358.45,318.23,50487.32
684,Central,Residential,1885.02,1737.26,147.76,52607.31
685,West,Residential,1691.63,1532.21,159.42,99497.63
686,North,Residential,590.14,546.64,43.5,79212.92
687,North,Residential,882.78,775.76,107.02,92211.57
688,East,Residential,976.92,935.13,41.79,12139.54
689,West,Industrial,562.69,516.75,45.94,18473.45
690,Central,Commercial,1150.08,1053.4,96.68,70287.25
691,Central,Industrial,1840.12,1515.41,324.71,6361.09
692,South,Industrial,2294.39,1855.26,439.13,49752.5
693,North,Commercial,2333.83,2114.04,219.79,27020.23
694,East,Residential,1806.14,1676.7,129.44,87164.77
695,Central,Commercial,1264.11,1233.74,30.37,29047.16
696,North,Residential,794.77,671.76,123.01,55107.91
697,South,Industrial,845.06,823.47,21.59,81448.25
698,East,Residential,2022.8,1663.51,359.29,55597.96
699,North,Residential,753.46,634.64,118.82,13958.63
700,Central,Commercial,1502.79,1441.89,60.9,29217.26
701,East,Industrial,1152.95,935.99,216.96,92548.63
702,West,Residential,2073.27,1961.36,111.91,38879.07
703,South,Residential,2035.49,1929.87,105.62,78847.37
704,East,Commercial,2037.31,1726.88,310.43,38562.44
705,Central,Residential,1765.98,1604.96,161.02,68120.38
706,West,Industrial,2295.16,2135.49,159.67,54167.4
707,South,Commercial,1533.67,1339.26,194.41,52422.13
708,West,Commercial,1853.13,1726.01,127.12,51218.96
709,West,Commercial,2348.52,2134.69,213.83,76392.63
710,Central,Commercial,2205.81,1875.33,330.48,13598.15
711,South,Commercial,1457.54,1330.51,127.03,91755.43
712,West,Industrial,1246.87,1084.93,161.94,22139.02
713,West,Commercial,1651.25,1556.02,95.23,89530.39
714,North,Industrial,887.51,734.83,152.68,69796
715,North,Commercial,758.61,658.54,100.07,51971.8
716,North,Commercial,1709.21,1467.42,241.79,85640.76
717,Central,Residential,1634.44,1457.98,176.46,20340.69
718,South,Commercial,782.36,720.84,61.52,13667.31
719,South,Commercial,1391.02,1203.91,187.11,11730.34
720,East,Residential,1570.69,1278.98,291.71,72306.34
721,East,Commercial,2276.11,2085.71,190.4,57708.57
722,East,Residential,2442.85,2159.22,283.63,90962.89
723,West,Commercial,699.38,583.24,116.14,12621.96
724,North,Industrial,2260.44,2155.28,105.16,29714.19
725,West,Commercial,1406.05,1222.75,183.3,64865.48
726,West,Industrial,594.53,550.1,44.43,70569.97
727,South,Industrial,517.68,450.35,67.33,23623.54
728,South,Residential,2281.67,2009.07,272.6,82915.06
729,West,Industrial,1797.58,1558.52,239.06,82504.72
730,West,Industrial,744.36,598.28,146.08,98740.7
731,West,Industrial,2234.31,2169.88,64.43,98441.66
732,East,Industrial,1657.68,1432.08,225.6,56936.96
733,East,Commercial,1442.85,1319.8,123.05,55629.02
734,North,Commercial,1511.92,1418.54,93.38,80378.87
735,South,Residential,1153.83,1005.04,148.79,87605
736,Central,Commercial,1702.54,1583.63,118.91,43302.46
737,West,Industrial,995.16,942.55,52.61,88101.26
738,Central,Residential,530.67,486.56,44.11,21437.87
739,East,Industrial,2123.17,1817.13,306.04,20463.66
740,West,Commercial,1522.25,1426.76,95.49,62577.82
741,North,Industrial,1290.43,1120.17,170.26,86500.97
742,South,Residential,625.81,612.31,13.5,42421.38
743,North,Residential,1750.75,1552.92,197.83,25453.48
744,East,Industrial,1071.67,872.63,199.04,87316.98
745,Central,Industrial,2398.84,1921.31,477.53,29924.88
746,South,Residential,2062.35,1858.71,203.64,10346.58
747,South,Commercial,828.3,758.14,70.16,77409.17
748,South,Commercial,938.39,907.16,31.23,7106.36
749,Central,Industrial,2327.67,2025.3,302.37,18798.81
750,East,Commercial,1476.22,1345.33,130.89,14733.19
751,Central,Industrial,883.38,738.55,144.83,62487.82
752,Central,Industrial,683.41,602.42,80.99,91538.61
753,West,Residential,1026.25,899.01,127.24,36101.35
754,West,Residential,2343.32,2146.47,196.85,31784.36
755,East,Residential,1509.36,1293.82,215.54,58304.58
756,South,Commercial,2366.17,2304.59,61.58,87831.22
757,North,Industrial,517.92,482.19,35.73,52415.12
758,South,Industrial,2073.55,1824.86,248.69,46078.43
759,East,Residential,708.69,580.18,128.51,32285.81
760,South,Industrial,2455.66,2192.32,263.34,23248.9
761,North,Commercial,1498.74,1362.83,135.91,30972.9
762,North,Commercial,2433.85,2304.95,128.9,77340.53
763,South,Residential,1112.37,1041.29,71.08,95918.47
764,West,Residential,1795.39,1625.22,170.17,90538.04
765,Central,Residential,1714.62,1624.83,89.79,15303.89
766,Central,Commercial,1816.66,1704.36,112.3,7932.69
767,Central,Commercial,1839.97,1476.11,363.86,67159.68
768,South,Residential,1823.92,1765.26,58.66,33451.65
769,West,Industrial,1782.53,1655.24,127.29,26650.12
770,North,Commercial,509.23,414.79,94.44,64103.49
771,West,Commercial,2449.08,2238.19,210.89,57669.4
772,West,Residential,2234.32,1825.86,408.46,92913.17
773,West,Commercial,858,710.53,147.47,46185.38
774,West,Commercial,1974.86,1767.46,207.4,40956.97
775,North,Industrial,2031.33,1679.75,351.58,49603.33
776,East,Residential,995.06,972.26,22.8,44057.64
777,North,Commercial,1281.39,1183.78,97.61,87355.57
778,Central,Residential,1076.65,958.61,118.04,25022.58
779,South,Residential,1235.79,1022.13,213.66,65596.49
780,Central,Industrial,2248.83,2100.52,148.31,63478.08
781,Central,Residential,1664.14,1333.03,331.11,94989.84
782,East,Commercial,2045.3,1699.44,345.86,59519.96
783,North,Residential,1335.66,1241.98,93.68,14985.79
784,South,Commercial,1164.09,1114.58,49.51,64072.92
785,East,Commercial,1427.17,1343.88,83.29,70913.98
786,West,Commercial,1107.73,1076.9,30.83,84543.1
787,East,Commercial,2212.35,1775.25,437.1,57701.48
788,West,Residential,1884.81,1642.33,242.48,11097.93
789,South,Industrial,1137.02,930,207.02,15272.73
790,South,Commercial,1893.09,1575.21,317.88,93075.62
791,West,Commercial,1349.29,1141.63,207.66,9729.68
792,West,Industrial,1199.98,1127.42,72.56,5769.35
793,North,Commercial,1018.12,843.2,174.92,35773.56
794,Central,Industrial,1978.11,1836.93,141.18,23461.56
795,North,Residential,1836.7,1533.04,303.66,14444.79
796,West,Residential,1943.41,1641.87,301.54,80633.15
797,West,Industrial,1933.5,1561.26,372.24,95423.26
798,East,Industrial,1433.76,1169.58,264.18,11397.44
799,West,Commercial,2186.7,1825.05,361.65,35997.79
800,Central,Commercial,1966.98,1647.74,319.24,5920.77
801,East,Residential,876.27,834.71,41.56,68225.34
802,South,Industrial,2442.86,2274.68,168.18,35099.76
803,South,Commercial,700.14,588.74,111.4,31156.39
804,North,Commercial,2356.69,2200.58,156.11,16133.47
805,East,Industrial,1029.02,945.55,83.47,52868.77
806,Central,Commercial,2072.37,1980.6,91.77,6030.4
807,South,Industrial,2256.66,1843.87,412.79,11687.47
808,South,Residential,1138.3,1099.49,38.81,82574.63
809,North,Industrial,2092.38,1843.83,248.55,73190.48
810,South,Residential,1667.23,1600.38,66.85,23280.6
811,West,Commercial,2181.25,1963.91,217.34,5021.09
812,East,Residential,2255.2,2091.44,163.76,16617.22
813,West,Residential,1220.97,998.61,222.36,79628.29
814,North,Industrial,1110.68,1080.93,29.75,44689.95
815,West,Industrial,877.57,761.01,116.56,43636.26
816,East,Industrial,2431.5,2239.45,192.05,47759.42
817,East,Commercial,1990.85,1775.26,215.59,14610.22
818,South,Industrial,1253.95,1109.56,144.39,94808.48
819,West,Commercial,2447.32,2267.23,180.09,43203.27
820,East,Industrial,1165.79,1078.91,86.88,20051.98
821,South,Industrial,2227.38,2105.16,122.22,55740
822,Central,Industrial,1813.1,1626.99,186.11,29849.23
823,North,Residential,1718.03,1598.65,119.38,86201.8
824,South,Residential,1778.76,1544.32,234.44,77981.57
825,Central,Industrial,2471.03,2418.06,52.97,33524.22
826,Central,Commercial,578.81,558.8,20.01,82412.96
827,North,Commercial,923.81,877.68,46.13,72758.81
828,South,Residential,1909.33,1608.58,300.75,15802.33
829,East,Industrial,1072.41,1045.51,26.9,56019.16
830,East,Commercial,2018.44,1870.08,148.36,7158.7
831,Central,Industrial,1501.46,1203.68,297.78,93000.39
832,Central,Industrial,1930.43,1718.11,212.32,48770.26
833,East,Residential,2434.83,2015.7,419.13,81982.48
834,Central,Industrial,2290.61,1975.46,315.15,36309.31
835,North,Residential,851.04,832.25,18.79,16941.91
836,East,Residential,619.27,584.27,35,95824.71
837,West,Industrial,1235.08,1103.66,131.42,72542.17
838,North,Commercial,800.43,700.38,100.05,85198.88
839,West,Commercial,595.74,536.89,58.85,85550.02
840,Central,Commercial,2373.83,2062.3,311.53,30196.43
841,East,Residential,569.86,537.39,32.47,31386.75
842,East,Commercial,857.11,746.96,110.15,79376.6
843,North,Industrial,1748.54,1504.28,244.26,20370.14
844,South,Industrial,1135.7,1070.45,65.25,76094.46
845,North,Industrial,2384.91,1970.11,414.8,32826.93
846,Central,Industrial,529.3,471.24,58.06,52340.11
847,South,Industrial,2407.32,2344.41,62.91,5985
848,North,Commercial,654.39,604.75,49.64,19631.31
849,West,Residential,818.13,723.5,94.63,61763.59
850,East,Commercial,1271.5,1050.87,220.63,83555.97
851,North,Industrial,2085.15,1827.63,257.52,41495.43
852,Central,Residential,1832.33,1620.44,211.89,74955.77
853,South,Industrial,1159.76,980.51,179.25,85599.81
854,North,Industrial,2240.16,1965.69,274.47,98172.23
855,Central,Industrial,1284.79,1198.46,86.33,15652.23
856,South,Industrial,2463.89,2175.7,288.19,59349.41
857,North,Residential,1942.07,1612.56,329.51,57529.28
858,East,Industrial,2095.28,1875.77,219.51,13460.28
859,South,Residential,1309.12,1049.47,259.65,14033.19
860,South,Commercial,843.79,779.79,64,35878.83
861,Central,Residential,787.53,634.18,153.35,69043.8
862,East,Industrial,931.05,799.78,131.27,62372.67
863,East,Industrial,1613.04,1457.51,155.53,42972.24
864,Central,Commercial,2135.18,1858.11,277.07,24229.57
865,West,Industrial,1264.31,1087.54,176.77,50057.48
