EventID,Region,CustomerType,PeakDemandBeforeMW,PeakDemandAfterMW,DemandReductionMW,ProgramCost,cpm,quartile,CostPerMW,EfficiencyQuartile,ReductionPct
256,North,Commercial,2172.66,2057.33,115.33,54581.54,473.26402497182,Q3,473.26,Q3,5.31
257,East,Residential,2477.22,2020.61,456.61,85715.77,187.72206040165568,Q2,187.72,Q2,18.43
258,South,Industrial,1540.12,1369.48,170.64,91276.14,534.904711673699,Q3,534.9,Q3,11.08
259,South,Residential,1743.37,1578.91,164.46,28581.38,173.78924966557219,Q2,173.79,Q2,9.43
260,South,Industrial,508.21,421.39,86.82,23672.68,272.6639023266529,Q2,272.66,Q2,17.08
261,East,Industrial,525.23,443.71,81.52,79580.51,976.2084151128557,Q4 (worst),976.21,Q4 worst,15.52
262,North,Residential,1881.68,1506.16,375.52,75675.5,201.52188964635707,Q2,201.52,Q2,19.96
263,North,Industrial,2271.16,2109.07,162.09,8136.47,50.19723610339935,Q1 (best),50.2,Q1 best,7.14
264,South,Residential,722.85,641.39,81.46,55317.59,679.0767247728946,Q4 (worst),679.08,Q4 worst,11.27
265,East,Residential,1470.68,1228.73,241.95,8270.2,34.181442446786534,Q1 (best),34.18,Q1 best,16.45
266,North,Residential,1260.44,1089.52,170.92,71559.21,418.670781652235,Q3,418.67,Q3,13.56
267,East,Residential,2481.56,2053.49,428.07,55839.28,130.44427313289881,Q1 (best),130.44,Q1 best,17.25
268,West,Industrial,1692.62,1361.35,331.27,78434.53,236.76919129411056,Q2,236.77,Q2,19.57
269,North,Industrial,1768.1,1526.08,242.02,42106.05,173.97756383769936,Q2,173.98,Q2,13.69
270,North,Industrial,646.45,596.98,49.47,70656.08,1428.2611683848797,Q4 (worst),1428.26,Q4 worst,7.65
271,North,Commercial,734.17,669.31,64.86,38049.24,586.63644773358,Q3,586.64,Q3,8.83
272,West,Commercial,2314.94,2190.66,124.28,73578.59,592.0388638558094,Q3,592.04,Q3,5.37
273,North,Residential,2208.85,1857.59,351.26,78143.96,222.46757387690033,Q2,222.47,Q2,15.9
274,East,Residential,957.89,780.98,176.91,48090.27,271.83466169238596,Q2,271.83,Q2,18.47
275,Central,Commercial,708.46,660.25,48.21,82134.36,1703.678904791537,Q4 (worst),1703.68,Q4 worst,6.8
276,Central,Industrial,967.47,898.52,68.95,17322.32,251.23016678752717,Q2,251.23,Q2,7.13
277,Central,Industrial,1164.37,1040.3,124.07,72939.9,587.8931248488756,Q3,587.89,Q3,10.66
278,North,Residential,1386.8,1312.47,74.33,34696.89,466.79523745459437,Q3,466.8,Q3,5.36
279,North,Commercial,1579.95,1333.31,246.64,5498.65,22.294234511839118,Q1 (best),22.29,Q1 best,15.61
280,West,Residential,2318.5,2222.05,96.45,5777.27,59.89911871435977,Q1 (best),59.9,Q1 best,4.16
281,Central,Residential,992.37,816.44,175.93,54743.58,311.1668277155687,Q2,311.17,Q2,17.73
282,South,Industrial,1696.52,1529.47,167.05,66398.77,397.47841963483984,Q3,397.48,Q3,9.85
283,Central,Industrial,670.94,611.15,59.79,38455.64,643.1784579361097,Q3,643.18,Q3,8.91
284,North,Commercial,645.09,541.95,103.14,83621.1,810.7533449680047,Q4 (worst),810.75,Q4 worst,15.99
285,West,Commercial,1373.86,1337.26,36.6,19777.42,540.3666666666666,Q3,540.37,Q3,2.66
286,North,Commercial,1897.54,1613.96,283.58,35034.85,123.54485506735313,Q1 (best),123.54,Q1 best,14.94
287,Central,Industrial,1642.38,1413.39,228.99,61968.74,270.61766889383813,Q2,270.62,Q2,13.94
288,South,Residential,1662.38,1582.57,79.81,32245.91,404.03345445432905,Q3,404.03,Q3,4.8
289,North,Industrial,1466.63,1326.64,139.99,95997.12,685.7426959068504,Q4 (worst),685.74,Q4 worst,9.55
290,North,Commercial,1806.26,1475.34,330.92,84356.6,254.91538740481084,Q2,254.92,Q2,18.32
291,South,Industrial,662.77,601.68,61.09,96731.51,1583.4262563431002,Q4 (worst),1583.43,Q4 worst,9.22
292,East,Commercial,535.78,487.61,48.17,88237.91,1831.802159020137,Q4 (worst),1831.8,Q4 worst,8.99
293,North,Residential,1879.42,1740.41,139.01,93276.47,671.0054672325732,Q4 (worst),671.01,Q4 worst,7.4
294,South,Residential,2252.32,1915.12,337.2,54033.06,160.24039145907474,Q1 (best),160.24,Q1 best,14.97
295,South,Residential,2333.09,1930.23,402.86,87053.59,216.08893908553839,Q2,216.09,Q2,17.27
296,South,Residential,1473.92,1181.99,291.93,55743.79,190.94916589593396,Q2,190.95,Q2,19.81
297,West,Industrial,748.45,709.81,38.64,8101.26,209.65993788819875,Q2,209.66,Q2,5.16
298,West,Industrial,2199.38,1832.68,366.7,34400.6,93.81128988273794,Q1 (best),93.81,Q1 best,16.67
299,Central,Commercial,759.98,613.99,145.99,50324.12,344.70936365504485,Q3,344.71,Q3,19.21
300,North,Industrial,2244.12,1830.49,413.63,64789.98,156.63752629161328,Q1 (best),156.64,Q1 best,18.43
301,South,Commercial,1306.64,1054.09,252.55,77786.04,308.0025341516531,Q2,308.0,Q2,19.33
302,East,Commercial,817.58,674.85,142.73,17345.92,121.52960134519722,Q1 (best),121.53,Q1 best,17.46
303,South,Commercial,1968.2,1657.01,311.19,74837.09,240.48680870207912,Q2,240.49,Q2,15.81
304,East,Residential,663.68,537.55,126.13,38125.29,302.26980099896934,Q2,302.27,Q2,19.0
305,North,Commercial,1790.32,1577.23,213.09,88212.08,413.9663053170022,Q3,413.97,Q3,11.9
306,South,Residential,2116.1,1808.47,307.63,66090.62,214.83801969898903,Q2,214.84,Q2,14.54
307,East,Residential,541.13,440.24,100.89,80354.74,796.4589156507087,Q4 (worst),796.46,Q4 worst,18.64
308,South,Commercial,2322.49,1927.77,394.72,23205.92,58.79083907580056,Q1 (best),58.79,Q1 best,17.0
309,Central,Commercial,1525.3,1274.98,250.32,30164.97,120.50563279002877,Q1 (best),120.51,Q1 best,16.41
310,Central,Residential,518.74,455.64,63.1,57195.36,906.424088748019,Q4 (worst),906.42,Q4 worst,12.16
311,North,Residential,1311.02,1271.36,39.66,34005.91,857.4359556227939,Q4 (worst),857.44,Q4 worst,3.03
312,North,Residential,1780.6,1685.67,94.93,86012.47,906.0620457178974,Q4 (worst),906.06,Q4 worst,5.33
313,North,Residential,1342.62,1135.74,206.88,88391.4,427.2592807424594,Q3,427.26,Q3,15.41
314,East,Commercial,2268.59,1980.85,287.74,14557.28,50.59178424966984,Q1 (best),50.59,Q1 best,12.68
315,Central,Residential,862.07,813.43,48.64,13700.01,281.66138980263156,Q2,281.66,Q2,5.64
316,South,Industrial,908.24,783.33,124.91,22382.38,179.18805539988793,Q2,179.19,Q2,13.75
317,South,Residential,1244.68,1090.67,154.01,96842.92,628.8092980975262,Q3,628.81,Q3,12.37
318,South,Residential,1547.37,1280.81,266.56,47911.03,179.73825780312123,Q2,179.74,Q2,17.23
319,South,Industrial,876.34,754.44,121.9,65006.9,533.2805578342903,Q3,533.28,Q3,13.91
320,South,Residential,2371.75,2316.04,55.71,91008.99,1633.6203554119547,Q4 (worst),1633.62,Q4 worst,2.35
321,East,Commercial,1595.6,1362.44,233.16,50296.76,215.71779035855207,Q2,215.72,Q2,14.61
322,Central,Residential,1573.65,1409.42,164.23,54455.43,331.58028374840165,Q3,331.58,Q3,10.44
323,Central,Industrial,981.82,808.6,173.22,47172.22,272.32548204595315,Q2,272.33,Q2,17.64
324,East,Residential,2057.09,1835.13,221.96,19050.48,85.82843755631644,Q1 (best),85.83,Q1 best,10.79
325,East,Industrial,990.08,867.88,122.2,13406.54,109.70981996726678,Q1 (best),109.71,Q1 best,12.34
326,North,Residential,2242.91,2138.79,104.12,13304.64,127.78179024202842,Q1 (best),127.78,Q1 best,4.64
327,West,Commercial,2056.28,1890.73,165.55,47809.73,288.793295077016,Q2,288.79,Q2,8.05
328,East,Commercial,2337.58,2002.16,335.42,61087.99,182.12387454534613,Q2,182.12,Q2,14.35
329,North,Residential,1090.43,933.26,157.17,32790.96,208.63370872303875,Q2,208.63,Q2,14.41
330,South,Industrial,2336.61,1996.42,340.19,85666.39,251.81924806725652,Q2,251.82,Q2,14.56
331,Central,Residential,1951.29,1725.68,225.61,25223.82,111.80275696999246,Q1 (best),111.8,Q1 best,11.56
332,Central,Commercial,1033.22,929.41,103.81,96806.55,932.5358828629227,Q4 (worst),932.54,Q4 worst,10.05
333,North,Industrial,911.78,777.55,134.23,72308.69,538.69246815168,Q3,538.69,Q3,14.72
334,North,Industrial,1426.3,1169.69,256.61,42757.53,166.6245664627255,Q1 (best),166.62,Q1 best,17.99
335,South,Commercial,2261.66,1906.67,354.99,89487.95,252.08583340375785,Q2,252.09,Q2,15.7
336,East,Industrial,1632.78,1582.51,50.27,11581.0,230.37596976327828,Q2,230.38,Q2,3.08
337,Central,Residential,728.93,600.77,128.16,10945.59,85.40566479400749,Q1 (best),85.41,Q1 best,17.58
338,Central,Commercial,1714.95,1638.87,76.08,72806.38,956.9713459516299,Q4 (worst),956.97,Q4 worst,4.44
339,South,Commercial,2293.89,1840.5,453.39,18523.1,40.85467257769249,Q1 (best),40.85,Q1 best,19.77
340,Central,Commercial,1948.21,1811.36,136.85,22288.18,162.86576543660942,Q1 (best),162.87,Q1 best,7.02
341,Central,Residential,1507.8,1381.73,126.07,6672.65,52.92813516300468,Q1 (best),52.93,Q1 best,8.36
342,South,Residential,2066.36,1981.15,85.21,50505.17,592.7141180612605,Q3,592.71,Q3,4.12
343,Central,Commercial,1345.18,1179.08,166.1,64869.47,390.544671884407,Q3,390.54,Q3,12.35
344,South,Industrial,1724.24,1562.93,161.31,66970.53,415.1666356704482,Q3,415.17,Q3,9.36
345,West,Residential,1803.77,1671.14,132.63,83167.33,627.0627309055267,Q3,627.06,Q3,7.35
346,Central,Commercial,1116.96,997.41,119.55,12167.34,101.77616060225847,Q1 (best),101.78,Q1 best,10.7
347,North,Residential,2083.09,1913.1,169.99,22450.15,132.0674745573269,Q1 (best),132.07,Q1 best,8.16
348,West,Commercial,2070.42,1757.94,312.48,48166.98,154.14420122887864,Q1 (best),154.14,Q1 best,15.09
349,West,Commercial,1775.43,1610.64,164.79,10268.48,62.31251896352934,Q1 (best),62.31,Q1 best,9.28
350,East,Industrial,2330.81,2141.61,189.2,81743.17,432.0463530655391,Q3,432.05,Q3,8.12
351,East,Commercial,1543.24,1354.41,188.83,38484.28,203.80384472806224,Q2,203.8,Q2,12.24
352,Central,Residential,2015.62,1777.62,238.0,61316.12,257.63075630252104,Q2,257.63,Q2,11.81
353,North,Residential,1301.62,1261.9,39.72,68049.04,1713.2185297079557,Q4 (worst),1713.22,Q4 worst,3.05
354,South,Industrial,1835.04,1776.83,58.21,23291.21,400.12386187940217,Q3,400.12,Q3,3.17
355,Central,Industrial,543.89,446.61,97.28,83603.66,859.4126233552632,Q4 (worst),859.41,Q4 worst,17.89
356,South,Commercial,2123.09,2004.61,118.48,86049.57,726.2792876434842,Q4 (worst),726.28,Q4 worst,5.58
357,South,Industrial,1630.35,1406.93,223.42,67325.48,301.34043505505326,Q2,301.34,Q2,13.7
358,West,Industrial,1963.9,1676.64,287.26,50926.12,177.2823226345471,Q2,177.28,Q2,14.63
359,North,Commercial,1990.22,1838.92,151.3,94798.42,626.5592861863846,Q3,626.56,Q3,7.6
360,South,Industrial,1728.55,1420.2,308.35,36177.13,117.32489054645693,Q1 (best),117.32,Q1 best,17.84
361,East,Commercial,529.05,435.49,93.56,43032.51,459.9455964087217,Q3,459.95,Q3,17.68
362,North,Commercial,2178.54,1946.49,232.05,92336.96,397.91837965955614,Q3,397.92,Q3,10.65
363,Central,Commercial,1490.65,1258.54,232.11,46304.92,199.4955839903494,Q2,199.5,Q2,15.57
364,North,Commercial,1881.32,1662.83,218.49,63358.64,289.98416403496725,Q2,289.98,Q2,11.61
365,South,Industrial,2296.23,2228.93,67.3,23145.34,343.91292719167905,Q3,343.91,Q3,2.93
366,North,Residential,1634.0,1579.41,54.59,36192.43,662.9864444037369,Q4 (worst),662.99,Q4 worst,3.34
367,West,Industrial,1153.21,1116.38,36.83,39879.22,1082.7917458593538,Q4 (worst),1082.79,Q4 worst,3.19
368,West,Residential,2362.94,2165.56,197.38,48184.63,244.12113689330226,Q2,244.12,Q2,8.35
369,Central,Industrial,1740.29,1569.59,170.7,14457.34,84.69443468072643,Q1 (best),84.69,Q1 best,9.81
370,North,Commercial,803.69,670.39,133.3,70962.49,532.3517629407352,Q3,532.35,Q3,16.59
371,Central,Commercial,1014.42,952.63,61.79,74571.82,1206.859038679398,Q4 (worst),1206.86,Q4 worst,6.09
372,East,Industrial,1002.69,898.44,104.25,48446.37,464.71338129496405,Q3,464.71,Q3,10.4
373,East,Residential,2076.61,1815.86,260.75,36605.01,140.38354745925216,Q1 (best),140.38,Q1 best,12.56
374,South,Commercial,2253.8,1923.66,330.14,6088.78,18.44302417156358,Q1 (best),18.44,Q1 best,14.65
375,East,Residential,1648.86,1609.17,39.69,71414.34,1799.3030990173847,Q4 (worst),1799.3,Q4 worst,2.41
376,North,Commercial,1361.12,1235.35,125.77,68859.09,547.5001192653256,Q3,547.5,Q3,9.24
377,North,Industrial,1981.24,1719.31,261.93,34465.47,131.58275111671057,Q1 (best),131.58,Q1 best,13.22
378,West,Commercial,2093.29,1891.05,202.24,78335.42,387.33890427215186,Q3,387.34,Q3,9.66
379,South,Industrial,739.1,593.13,145.97,40582.1,278.01671576351305,Q2,278.02,Q2,19.75
380,East,Residential,1720.99,1643.25,77.74,10344.06,133.05968613326473,Q1 (best),133.06,Q1 best,4.52
381,East,Industrial,2498.93,2256.45,242.48,80361.15,331.41351864071265,Q3,331.41,Q3,9.7
382,East,Industrial,2198.23,2144.1,54.13,11758.98,217.23591354147422,Q2,217.24,Q2,2.46
383,East,Residential,2487.73,2286.26,201.47,44695.2,221.84543604506874,Q2,221.85,Q2,8.1
384,North,Residential,1879.11,1688.29,190.82,91129.55,477.5681270307096,Q3,477.57,Q3,10.15
385,Central,Residential,2144.85,1765.09,379.76,63374.11,166.87937118179903,Q1 (best),166.88,Q1 best,17.71
386,Central,Residential,2030.02,1798.52,231.5,74360.36,321.21105831533475,Q2,321.21,Q2,11.4
387,East,Commercial,2497.03,2417.99,79.04,27068.92,342.4711538461538,Q3,342.47,Q3,3.17
388,Central,Commercial,893.49,776.27,117.22,47888.71,408.5370243985668,Q3,408.54,Q3,13.12
389,North,Industrial,1986.99,1671.93,315.06,46576.83,147.8347933726909,Q1 (best),147.83,Q1 best,15.86
390,North,Residential,1618.89,1502.94,115.95,86192.65,743.3605002156102,Q4 (worst),743.36,Q4 worst,7.16
391,West,Industrial,1668.54,1348.19,320.35,77713.52,242.58941782425472,Q2,242.59,Q2,19.2
392,South,Industrial,1593.56,1462.12,131.44,75763.87,576.4141052951917,Q3,576.41,Q3,8.25
393,East,Residential,1939.6,1693.88,245.72,50518.94,205.59555591730427,Q2,205.6,Q2,12.67
394,North,Residential,739.01,602.25,136.76,61496.43,449.6667885346593,Q3,449.67,Q3,18.51
395,East,Industrial,857.17,721.85,135.32,77988.12,576.3236772095773,Q3,576.32,Q3,15.79
396,East,Industrial,693.31,588.66,104.65,69228.9,661.5279503105589,Q4 (worst),661.53,Q4 worst,15.09
397,West,Industrial,2203.37,2097.51,105.86,28175.46,266.1577555261666,Q2,266.16,Q2,4.8
398,South,Commercial,2275.98,1851.98,424.0,34164.76,80.5772641509434,Q1 (best),80.58,Q1 best,18.63
399,North,Commercial,1746.82,1465.68,281.14,49690.86,176.74774133883474,Q2,176.75,Q2,16.09
400,West,Commercial,1845.24,1636.46,208.78,65186.19,312.2243030941661,Q2,312.22,Q2,11.31
401,West,Residential,2052.47,1776.11,276.36,6441.5,23.30836589955131,Q1 (best),23.31,Q1 best,13.46
402,East,Industrial,1586.42,1538.11,48.31,92206.47,1908.6414820948044,Q4 (worst),1908.64,Q4 worst,3.05
403,South,Industrial,1102.54,1045.36,57.18,66804.96,1168.3273871983213,Q4 (worst),1168.33,Q4 worst,5.19
404,East,Residential,1721.06,1647.87,73.19,97266.65,1328.9609236234458,Q4 (worst),1328.96,Q4 worst,4.25
405,North,Commercial,618.8,503.31,115.49,68508.43,593.1979392155165,Q3,593.2,Q3,18.66
406,Central,Residential,1949.22,1889.88,59.34,17151.09,289.030839231547,Q2,289.03,Q2,3.04
407,North,Residential,622.89,516.9,105.99,6241.18,58.88461175582603,Q1 (best),58.88,Q1 best,17.02
408,Central,Industrial,1016.14,906.89,109.25,8063.2,73.8050343249428,Q1 (best),73.81,Q1 best,10.75
409,West,Commercial,2090.91,1900.76,190.15,98945.48,520.3548777281094,Q3,520.35,Q3,9.09
410,South,Industrial,551.5,453.41,98.09,80382.26,819.4745641757569,Q4 (worst),819.47,Q4 worst,17.79
411,Central,Commercial,2394.92,2196.62,198.3,90256.86,455.15310136157336,Q3,455.15,Q3,8.28
412,South,Commercial,690.67,584.48,106.19,65283.93,614.7841604670873,Q3,614.78,Q3,15.37
413,West,Residential,2439.21,2264.74,174.47,19959.68,114.40178827305554,Q1 (best),114.4,Q1 best,7.15
414,South,Residential,2375.46,1944.19,431.27,95962.01,222.5102835810513,Q2,222.51,Q2,18.16
415,Central,Commercial,1282.73,1219.39,63.34,32814.95,518.0762551310388,Q3,518.08,Q3,4.94
416,South,Industrial,782.63,745.0,37.63,41879.9,1112.9391442997608,Q4 (worst),1112.94,Q4 worst,4.81
417,West,Residential,1524.57,1224.26,300.31,56894.62,189.4529652692218,Q2,189.45,Q2,19.7
418,Central,Commercial,1830.74,1656.52,174.22,56889.6,326.53885891401677,Q2,326.54,Q2,9.52
419,North,Industrial,2016.05,1890.81,125.24,32612.76,260.4021079527308,Q2,260.4,Q2,6.21
420,Central,Residential,2002.8,1690.66,312.14,64187.81,205.6378868456462,Q2,205.64,Q2,15.59
421,South,Commercial,846.59,809.81,36.78,82278.3,2237.0391517128874,Q4 (worst),2237.04,Q4 worst,4.34
422,West,Residential,2375.49,2099.79,275.7,73804.97,267.70029017047517,Q2,267.7,Q2,11.61
423,East,Residential,1089.74,952.59,137.15,48365.12,352.6439664600802,Q3,352.64,Q3,12.59
424,East,Residential,503.54,405.16,98.38,73661.68,748.7464931896726,Q4 (worst),748.75,Q4 worst,19.54
425,Central,Residential,1116.68,988.64,128.04,74652.72,583.0421743205249,Q3,583.04,Q3,11.47
426,North,Industrial,1710.67,1668.32,42.35,86759.38,2048.627626918536,Q4 (worst),2048.63,Q4 worst,2.48
427,East,Industrial,1300.59,1175.02,125.57,64383.65,512.731145974357,Q3,512.73,Q3,9.65
428,West,Industrial,1921.1,1660.43,260.67,50361.7,193.20098208462804,Q2,193.2,Q2,13.57
429,South,Residential,1688.95,1360.87,328.08,98366.56,299.82492075103636,Q2,299.82,Q2,19.43
430,South,Residential,1189.18,1137.14,52.04,63154.02,1213.5668716372022,Q4 (worst),1213.57,Q4 worst,4.38
431,Central,Commercial,1828.48,1479.62,348.86,22952.59,65.79312618242274,Q1 (best),65.79,Q1 best,19.08
432,Central,Residential,2442.66,2059.7,382.96,48795.9,127.4177459786923,Q1 (best),127.42,Q1 best,15.68
433,South,Residential,1489.14,1207.31,281.83,69269.33,245.78408969946423,Q2,245.78,Q2,18.93
434,Central,Commercial,1604.03,1496.6,107.43,37522.81,349.276831425114,Q3,349.28,Q3,6.7
435,South,Residential,908.65,804.82,103.83,37906.28,365.0802272946162,Q3,365.08,Q3,11.43
436,North,Residential,1693.74,1440.0,253.74,51745.54,203.93134704815952,Q2,203.93,Q2,14.98
437,Central,Commercial,2490.86,2024.55,466.31,68059.86,145.95410778237652,Q1 (best),145.95,Q1 best,18.72
438,West,Residential,1707.05,1462.15,244.9,95910.76,391.6323397305022,Q3,391.63,Q3,14.35
439,Central,Residential,2354.93,2146.71,208.22,93563.69,449.3501584862165,Q3,449.35,Q3,8.84
440,West,Residential,2125.18,1831.77,293.41,82093.51,279.7911114140622,Q2,279.79,Q2,13.81
441,North,Industrial,873.29,812.66,60.63,45378.85,748.4553851228765,Q4 (worst),748.46,Q4 worst,6.94
442,Central,Industrial,1982.41,1671.04,311.37,62599.46,201.0452516298937,Q2,201.05,Q2,15.71
443,North,Commercial,1764.71,1585.12,179.59,88519.39,492.89709894760284,Q3,492.9,Q3,10.18
444,East,Residential,2108.19,1740.32,367.87,14743.99,40.07934868295865,Q1 (best),40.08,Q1 best,17.45
445,North,Commercial,2499.55,2059.14,440.41,21288.39,48.33766263254694,Q1 (best),48.34,Q1 best,17.62
446,North,Commercial,2474.44,2170.14,304.3,42778.78,140.5809398619783,Q1 (best),140.58,Q1 best,12.3
447,West,Residential,695.14,600.52,94.62,11434.36,120.84506446839991,Q1 (best),120.85,Q1 best,13.61
448,North,Industrial,2301.57,2249.75,51.82,42443.74,819.06098031648,Q4 (worst),819.06,Q4 worst,2.25
449,Central,Industrial,807.96,746.04,61.92,57788.68,933.2797157622739,Q4 (worst),933.28,Q4 worst,7.66
450,Central,Commercial,2308.0,2072.39,235.61,52601.61,223.25711981664614,Q2,223.26,Q2,10.21
451,West,Industrial,1025.78,924.81,100.97,78579.35,778.2445280776469,Q4 (worst),778.24,Q4 worst,9.84
452,West,Commercial,1030.68,898.63,132.05,52101.23,394.55683453237407,Q3,394.56,Q3,12.81
453,West,Residential,1794.77,1479.0,315.77,58098.63,183.9903410710327,Q2,183.99,Q2,17.59
454,North,Residential,1918.18,1776.13,142.05,57478.18,404.6334389299542,Q3,404.63,Q3,7.41
455,Central,Commercial,1723.3,1386.23,337.07,52982.57,157.18565876524164,Q1 (best),157.19,Q1 best,19.56
456,Central,Industrial,1713.83,1377.42,336.41,67393.0,200.3299545197824,Q2,200.33,Q2,19.63
457,East,Commercial,1620.83,1311.05,309.78,94614.38,305.4244302408161,Q2,305.42,Q2,19.11
458,East,Residential,1708.59,1431.7,276.89,82986.88,299.7106432157175,Q2,299.71,Q2,16.21
459,Central,Commercial,1732.03,1569.41,162.62,87999.8,541.1376214487763,Q3,541.14,Q3,9.39
460,North,Commercial,2194.15,2086.8,107.35,55053.32,512.8394969725198,Q3,512.84,Q3,4.89
461,East,Industrial,914.25,758.12,156.13,87431.72,559.993082687504,Q3,559.99,Q3,17.08
462,North,Commercial,1768.84,1682.32,86.52,11335.25,131.01306056403143,Q1 (best),131.01,Q1 best,4.89
463,Central,Residential,614.67,594.33,20.34,46264.51,2274.5580137659786,Q4 (worst),2274.56,Q4 worst,3.31
464,East,Residential,636.94,520.95,115.99,7559.42,65.17303215794466,Q1 (best),65.17,Q1 best,18.21
465,Central,Residential,1378.8,1264.14,114.66,36402.28,317.4802023373452,Q2,317.48,Q2,8.32
466,Central,Industrial,2493.79,2207.02,286.77,47781.97,166.62122955678768,Q1 (best),166.62,Q1 best,11.5
467,North,Commercial,1427.92,1234.54,193.38,74539.11,385.4540800496432,Q3,385.45,Q3,13.54
468,East,Industrial,606.85,516.41,90.44,21769.11,240.70223352498897,Q2,240.7,Q2,14.9
469,South,Commercial,2038.28,1686.64,351.64,43102.27,122.57499146854737,Q1 (best),122.57,Q1 best,17.25
470,West,Residential,1291.63,1154.24,137.39,73237.72,533.0644151684985,Q3,533.06,Q3,10.64
471,North,Residential,588.98,573.07,15.91,45526.1,2861.4770584538023,Q4 (worst),2861.48,Q4 worst,2.7
472,East,Commercial,660.26,619.17,41.09,8692.27,211.54222438549525,Q2,211.54,Q2,6.22
473,West,Industrial,1407.33,1164.42,242.91,33912.12,139.60775595899716,Q1 (best),139.61,Q1 best,17.26
474,North,Residential,769.56,702.8,66.76,66040.55,989.2233373277411,Q4 (worst),989.22,Q4 worst,8.68
475,East,Industrial,1726.69,1578.2,148.49,84356.47,568.095292612297,Q3,568.1,Q3,8.6
476,South,Commercial,2459.03,1977.8,481.23,13074.01,27.16790308168651,Q1 (best),27.17,Q1 best,19.57
